title	content	keyword	category
Groupon CEO Andrew Mason On Europe: We’re Too Pricey, We’re Missing Tech Mojo, And No One Knows Us	There was once probably a good reason for why  Groupon  needed to expand aggressively internationally when it did, buying up  other daily deal operations , for fast, inorganic growth. But on today’s Q2  earnings call , those reasons didn’t really come up, with CEO Andrew Mason instead providing a lengthy explanation for why international, led by Europe, hasn’t been peforming very well for the company — growing by 31% while North America grew at twice that rate to 66%.The reasons, Mason said, were threefold: in Europe (the bulk of Groupon’s intl business) the Groupon offers were too expensive for consumers; merchants weren’t as happy with the service; and because of integration issues, Groupon hasn’t been able to implement some of the technology it has developed to lure in more users. But on a wider level, he also noted that people on the street in Europe still don’t have much of a clue of what Groupon actually is.Pricing . Mason noted that Groupon deals, and their prices, were being pitched at a level higher than in the U.S., and that this hasn’t matched up with how consumers are spending money at the moment in the region. (Pricing and current buying behavior was something also raised by Apple when it was explaining its muted performance in the region.)Merchants . Businesses, meanwhile, seem to be facing a knock-on effect from those high prices. They’re finding that their products aren’t being purchased as quickly as before, or as Mason put it: “merchants simply weren’t seeing the same value as they are in the U.S.” This is making them disgruntled, so much so that in surveys Groupon receives satisfaction ratings that are 25% lower in Europe than it does in the U.S., he noted. Mason didn’t mention it on the call, but the regulatory investigations in countries like the UK, which pinpointed areas where Groupon needed to improve its communications with merchants (which it did), may have also had an impact on satisfaction rating.sTech . The third issue Mason cited was technology, specifically that Groupon hasn’t been “leveraging [its] technology in Europe.” What does that mean, exactly? Groupon doesn’t have as big a bag of tricks at its disposal to counterbalance the inevitable fact that eventually the novelty of basic daily deals will wear off. Deal personalization, for example, is “still in the early stages” in Europe. Similarly, the company’s mobile offerings are not as advanced, and the “deal bank” for searchable, unused deals that Groupon has developed are also on the slow train to the old world.From the call, it sounded like the main reason Groupon hasn’t been rolling out this newer technology is because it can’t: different operations use different platforms, and integrating them has been a long process.“We have different technology around the world, and we have a goal to integrate these, but anyone with a history of a project like that knows it’s not a one-quarter change,” said Mason.Perhaps worryingly, the timeline for when this might happen is a little vague: “It would be foolish to speculate on how long the completion of that process will take,” he added. Meanwhile, Groupon continues to make gradual progress, with services like the deal bank getting introduced in Europe later this year.There are other investments being made, too. Groupon last week  announced  a new global head of sales, Kal Raman, putting into place a key part of the management puzzle post the departure of the Samwer brothers (in place because of their connection to Citydeal, the Groupon acquisition that now forms the backbone of its European business). Mason also said that the company is shifting R&D resources to better service Europe.But even while Groupon is addressing some of the tech, product and pricing gaps in Europe, it’s facing another issue that Mason mentioned anecdotally: the average person on the street doesn’t seem to know what Groupon is. “When our business developement people came over here to the U.S. they were surprised that the average person knew Groupon,” he said. That kind of instant awareness hasn’t hit Europe yet.All of this leaves Groupon, at the moment, in a position that is the opposite of Facebook’s: Groupon still makes more revenues outside North America than it does within it (in Q2: $308 million for international; $260 million for N.A. on a total customer base of 38 million users) but U.S. growth at 66% is coming in more quickly than International and at this rate will overtake Europe in a couple of quarters.Our report on Groupon’s earnings is  here .Groupon features a daily deal on the best stuff to do, see, eat, and buy in more than 565 cities around the world.  By promising businesses a minimum number of customers, Groupon can offer deals that aren’t available elsewhere.Groupon brings buyers and sellers together in a fun and collaborative way that offers the consumer an unbeatable deal, and businesses a large number of new customers. To date, it has saved consumers more than $300 million and claims it	groupon	web
Groupon Sued By Blue Calypso Over Two Peer-To-Peer Ad Tech Patents	Groupon  is gearing up to report quarterly earnings later this month, but in the meantime the daily deals giant has another issue on its hands: it’s been hit with a patent infringement lawsuit by  Blue Calypso , a digital marketing firm that claims Groupon is infringing two of its patents, 7,664,516 and 8,155,679, focused on peer-to-peer marketing technology. What’s more, from the sounds of it, Blue Calypso’s legal fights may be just beginning.The complaint against Groupon has been filed in the U.S. District Court in the Eastern District of Texas, and a separate  statement  from Blue Calypso’s CEO, Bill Ogle, notes that as social media companies continue to expand into areas like advertising, they are crossing into Blue Calypso’s patented territory. “As companies try to monetize their social media connections, they are rapidly moving into our technological area of expertise and it is imperative that we protect and secure what we have built,” he said. Blue Calypso’s full complaint, in which it requests a full jury trial, is embedded below.Groupon declined to respond to questions about the case. “We do not comment on litigation,” a spokesperson told us.This is not the first time that Groupon has been sued for patent infringement. A year ago  SellerBid  sued the company over some of its mobile-based services: location-based offers and group selling over wireless networks.In November 2011, Groupon was sued, along with Yelp, by  Mobile Commerce Framework , also over a mobile commerce patent.The fact that the patents are all for slightly similar-sounding services underscores how tricky (and problematic) the patent landscape is, and also how a lot of social media and online services in particular may, essentially, be all built on the same blocks. That was one of the issues that was brought to light especially around the  Yahoo/Facebook patent dispute , which has since been  settled amicably .Indeed, as with so many patent cases ( although not all ), Blue Calypso v. Groupon may well simply end in an out-of-court licensing deal, but until then, more legal headaches for Groupon, just as it is moving past an $8.5 million class-action lawsuit (which seems to be continuing to  attract controversy ).Blue Calypso went public in  September 2011 , and in addition to owning patents, it has its own social marketing business.Among the clients that have used its services — focused around the company’s CALYP platform — were Ogle’s former company, Motorola Mobility (prior to joining Blue Calypso in June, Ogle  was  the former CMO of Motorola Mobility and before that CMO for Samsung). Motorola used Blue Calypso to  market Motorola handsets  to mobile users	groupon	web
Groupon Exposes Customer Emails In Google Results…Again	A  while back  we wrote about a flaw in  Groupon’s  email link encryption, which revealed the emails of some Groupon users when “addx” was added into a Google search of Groupon’s site. We’ve been alerted that is still happening, with about 170 emails coming up when we searched (last time around it was less than 80).When this last happened, Groupon director of engineering Shinji Kuwayama told us that the emails were made public because some subscribers had “pasted their deals into publicly-crawlable pages around the Web,” but also that it was working on a solution to exclude those results. So why these are appearing now is unclear. We’re contacting Groupon to see if there is an explanation.To put this in one kind of perspective, the number of emails here is a  very  small percentage of Groupon’s overall active customer base, reported as 36.9 million users its last  quarterly results  in May. The company’s email subscriber list will number in the hundreds of millions.On the other hand, not everyone wants their browsing or purchasing histories, linked to their email addresses, made public. Even with that small number, it’s bad privacy PR for Groupon, which has ambitions to go  beyond the daily deal  to become a wider e-commerce platform.From what I’ve seen so far, the search results (found by entering allinurl: addx site:groupon.com in a Google search) all appear to be from deals that expired in 2011 and earlier. That might sound out of date, but our tipster, Robby Delaware, noted to us that even starting simple searches on those addresses can lead to more information about those users. Delaware has also  used Twitter to alert Groupon’s Andrew Mason  about the issue. The email leak has also been noted on a  GetSatisfaction page  for Groupon.Also: this seems to be limited to Google searches; entering the same search string into Bing and Topsy produce no results.Groupon features a daily deal on the best stuff to do, see, eat, and buy in more than 565 cities around the world.  By promising businesses a minimum number of customers, Groupon can offer deals that aren’t available elsewhere.Groupon brings buyers and sellers together in a fun and collaborative way that offers the consumer an unbeatable deal, and businesses a large number of new customers. To date, it has saved consumers more than $300 million and claims it	groupon	web
Groupon Picks Up Breadcrumb For A Little Point-of-Sale Magic	Groupon just  announced via its blog  that it has acquired  Breadcrumb , the creators of an affordable point of sale system and  iPad app  that targets local restaurants. While the terms of the deal have not yet been disclosed, Groupon has made a run of acquisitions over the last six months, and this move is likely one being made half for talent and half for access to the startup’s client roster. That being said, we’re hearing from sources close to the deal that the acquisition price was in the $10 to $15 million range, with a sizable retention pool for founder Seth Harris along with the sales and support team that will be staying on. The move comes as the daily deals behemoth looks to create more defined inroads with local mom and pop restaurants in accordance with its post-IPO mission to become  “the OS for local commerce”  — adding Breadcrumb and its technology to the fold is a step in that direction.The Breadcrumb buy is the latest in a slew of startup talent and tech acquisitions Groupon has made since going public last year — as far as we can tell, its eighth acquisition since November. In March, Groupon  added FeeFighters to the fold , which followed the likes of Mertado, Adku, Campfire Labs, Hyperpublic, Kima Labs, and Uptake into Camp Groupon. And, again, all of those acquisitions have come since November.After all the grumbling surrounding Groupon’s high valuation and blockbuster IPO, it seems that the company has been quietly ignoring detractors and is — at least by its own standards — on somewhat of a hot streak.  Not two weeks ago  Groupon beat estimates in its second quarterly earnings report since going public, seeing $559.3 million in revenue in Q1 2012, up 89 percent year-over-year, as well as increasing the total amount of money collected from customers for Groupons sold to $1.35 billion, up 103 percent, as Frederic reported.As a result, analysts have been far more positive on Groupon than they have in the past, thanks to acceleration in revenues at home (North America revenue grew 33 percent Q/Q) and a decline in marketing spend (down 25 percent Q/Q). While the company is spending money and really putting a lot of focus into growing abroad ( see more on this here ), the unsung hero of this positive outlook really seems to be Groupon’s reinvestment in technology — a lot of which is owed to its recent talent and tech acquisitions.As CEO Andrew Mason  said in his recent letter to shareholders , in total, Groupon has made 11 acquisitions in the last year, and the plan going forward is to integrate all of these acquisitions into a “platform for local commerce.” Groupon’s initial value centered around its being a marketing tool to connect consumers and merchants, but as Mason said at the time, the company’s mission (as part of phase two) is to “move upstream and serve as the entry point for local transactions.” The acquisition of Breadcrumb fits squarely into this mission, as the point of sale (POS) solution allows local merchants to cut the cord, take orders table-side and update their menus as they go using Breadcrumb’s wireless technology built for iOS. The solution is designed to be flexible, allowing merchants to add or remove devices from their network easily, and easy enough that merchants can set up themselves and have it up and running in the same day.On top of that, Breadcrumb allows merchants to download their venue data and do with it as they please, keeping physical records or running their own reports, on top of speedy device registration. To sustain its upswing, Groupon needs to become an end-to-end commerce solution for local merchants, from marketing and scheduling, to integration with smart point of sale systems, to offer tracking, analytics, and better ways for merchants to retain customers (and find new ones) — both on the Web and on mobile. It’s a tall order, but one that could create an actual valuable service for merchants — not to mention the fact that it comes with a lofty price tag, in that local commerce is a multi-trillion-dollar business. As for Breadcrumb users? Judging by the company’s statement, the startup (and app) will continue to exist and operate both “for new and existing clients,” but obviously this means that Groupon now has access to the startup’s client list, and Breadcrumb gets to reach a wider audience.What’s more, we’re hearing from sources that Breadcrumb founder Seth Harris will be staying on, running Breadcrumb at Groupon as part of a newly created company called Groupon Pospitality. Groupon will be putting the Kima Labs team (which they acquired in February) on the project to take over development, according to sources.Breadcrumb was designed in collaboration with mobile content development company,  Two Bulls , and the startup’s founder, Noah Harlan, who co-conceived the app along with Harris.The startup’s website is currently down,  but you can find it here .Find Groupon’s announcement below :We are excited to announce that Groupon has acquired Breadcrumb! The team behind Breadcrumb shares our passion to build affordable and intuitive products that make it easier for local merchants to manage their business. We’re thrilled to welcome founder Seth Harris and his team to the Groupon family – Seth boasts more than 12 years of hospitality management experience, making him uniquely empathetic to the tight budgets and unique needs of business owners in the food and beverage industry who often struggle to find technology products that will work perfectly for them.Breadcrumb will continue to serve new and existing clients and we look forward to offering their product to our existing merchant partners. Also, for Groupon merchant partners that use Breadcrumb’s point of sale system, we’ll be able to significantly improve the process of redeeming a Groupon.Updating in realtimeGroupon features a daily deal on the best stuff to do, see, eat, and buy in more than 565 cities around the world.  By promising businesses a minimum number of customers, Groupon can offer deals that aren’t available elsewhere.Groupon brings buyers and sellers together in a fun and collaborative way that offers the consumer an unbeatable deal, and businesses a large number of new customers. To date, it has saved consumers more than $300 million and claims it...Breadcrumbs is a new online web application that allows users to visualize (in 3D), organize, edit and share their GPS data and associated photos/videos. Breadcrumbs takes your average desktop GPS management application to the web.Breadcrumbs is free to use and can be used to track any outdoor activity from hiking to sightseeing. It was developed to unify the realistic representations of Google Earth with the benefits of an online application to make it easy to manage and share GPS	groupon	web
Groupon’s Q1 Earnings Beat Estimates: $559.3M In Revenue, $1.35B In Groupons Sold	Groupon just  published  its second quarterly earnings report after going public in 2011. The Chicago-based company made $559.3 million in revenue during the first quarter of 2012, up 89% year-over year. Groupon also announced that the total amount of money it collected from customers for Groupons sold (excluding taxes and estimated refunds) increased 103% from $668.2 million in the same quarter last year to $1.35 billion in Q1 2012. Overall, though, Groupon still reported a net loss of $0.02 per share. Non-GAAP earnings, however, showed earnings of $0.02 per share.The overall  consensus  among analysts was that Groupon would report about $530 million in revenue and the company itself had predicted revenue somewhere between $510 and $550 million. For the next quarter, Groupon expects revenue to be between $550 and $590 million.After its IPO, Groupon’s shares famously lost about 50% of their value.  Today, the stock is  up more than 12%  in after-hours trading .Update : The stock is now up more than 17.76% in after-hours trading. That’s on top of an 18.54% gain throughout the day while the markets were open. That’s the biggest one-day increase in Groupon’s stock price since it went public.In its report, Groupon also highlighted that its revenues in North America grew 75% year-over-year “and accelerated sequentially faster than they have since the first quarter of 2011.”For the first time, Groupon also served more than 100,000 merchants per quarter in Q1. The company also reported that 50% of the offers it ran in the first quarter were with merchants who had previously run on Groupon. These merchants, Groupon also noted, continue to quickly adopt the company’s  Groupon Rewards  program. More than 30% of eligible merchants in the cities where the company is piloting this program have signed up for it now.Another interesting number from the report: 30% of transactions in North America were completed on mobile devices in the last quarter. That’s up from 25% in December 2011.Groupon features a daily deal on the best stuff to do, see, eat, and buy in more than 565 cities around the world.  By promising businesses a minimum number of customers, Groupon can offer deals that aren’t available elsewhere.Groupon brings buyers and sellers together in a fun and collaborative way that offers the consumer an unbeatable deal, and businesses a large number of new customers. To date, it has saved consumers more than $300 million and claims it	groupon	web
Qype, The Yelp Of Europe, Claims Top Dog Status With 860,000 Places Reviewed, Expands Daily Deals	Just as we get news of  some consolidation  in the local content market in the UK, some news of expansion, too:  Qype , the Yelp of Europe (and Yelp’s closest competitor in the region), today announced that the number of places reviewed on its site has reached 860,000, with the number of monthly unique visitors now at 25 million. It claims that this makes it the biggest reviews site in the region, about five times bigger than its closest competitor, the U.S.-based Yelp.And while companies like Groupon are trying to move beyond the daily deal to become the platform for local commerce, Qype is doubling-down on the concept, expanding its own deals offerings with a free service to attract more local businesses to the concept.Qype is selling this newest class of daily deals — available from next week in Germany and then rolled out “rapidly to the UK and France — as part of its “Platinum package”. Businesses pay a fee for a premium listing on Qype’s site, and in addition to that they are given the ability to send out a free daily deal through the site’s QypeDeals service. By free, Qype means the business gets to keep all of the revenues for purchased deals — rather than paying Qype a commission on each.QypeDeals is the product of Qype’s acquisition of Cooledeals a year ago, CEO Ian Brotherston tells me. “This is now the completion of the process of fully integrating that business,” he says.Over the last year, Qype has moved beyond offering basic user-generated reviews of restaurants, events and other local businesses, and has been growing the number of services it offers to business users. Revenues from advertising on the site has grown by 500 percent in the last year, Brotherston says.Brotherston says that this move for more monetization is inevitable as reviews businesses like its own and Yelp’s continue to mature.He also points out that this trend may have been part of the reason behind  UpMyStreet getting sold on to Zoopla : “It seems to reflect a view that if you are in the local space now, you need to be monetising,” he says. “I always felt that UpMyStreet had good, interesting data, but was never sure how they made money – whereas Zoopla had a much stronger monetization proposition. Local businesses need to provide great data to consumers within their area; but they need to be real businesses as well.”As for Qype, the number of paying business customers on its books is now 400,000 and is growing by 10,000 each month, and revenues have grown by 93 percent. Brotherston says that Qype is on track for similar growth this year, too — but the company is not yet profitable, and doesn’t report revenues in actual terms.There are some other significant numbers that Qype is hitting, however. Qype these days says that it is seeing some 25 million unique visitors monthly to its site. And its mobile business now contributes one-quarter of all its revenues: its mobile apps are now installed on some four million devices — about six times as many as Yelp has in Europe. Mobile is also becoming an important platform for users to contribute to the site, too: some 30 percent of reviews are now written from mobile devices, the company says. Its user-generated reviews are continuing to expand, with a new one posted about every 30 seconds across some 166,000 cities and towns in its database.“The reality is that we are becoming a full-service provider for our small to medium businesses,” he says. That is being driven by QypeDeals but also includes other kinds of business promotions on both its web and mobile sites.Brotherston says that a lot of the interest in its own deals service comes from businesses that tried Groupon or another service but have found it lacking in functionality: businesses, he says, “want to have more control over how, when and what they promote through deals. [Our] approach gives them more control and is more efficient for us.”Under QypeDeals, businesses can create a single a one-day deal, and can specify details like the number of deals available. The only requirement, Qype says, is a minimum discount of 50 percent. Subsequent deals after the first are not sold on commission, either: businesses are instead charged on a fixed fee basis, Qype says, regardless of how many get sold.Qype is a social network based around user reviews of businesses and places.Founded in 2005 by German entrepreneur Stephan Uhrenbacher, the site allows its users to browse a database of locations and see at a glance those which have been most favourably rated by the community.Members of the site can add new places to the existing database, rate and review businesses, add videos and photos and engage with the community via message boards, groups and messaging.The site also has	groupon	web
Beyond The Daily Deal: Groupon’s 170M Deals And 33M Users; Aims To Be ‘The OS For Local Commerce’	Groupon’s  CEO Andrew Mason today posted a  letter  to shareholders with some updated figures on how the company is doing, and a more specific outline of what Groupon plans to do to to move beyond daily deals: ”To become the operating system for local commerce.”The move is a significant one as Groupon attempts to shore up investor confidence amidst a series of accounting issues, and the fact that some believe interest in the basic service of daily deals is beginning to wane. It also underscores some of the challenges Groupon still faces as a company. Mason notes that at the moment there are “10 million geo-located subscribers engaging with Groupon every month who have yet to make a purchase.” “Though the six months since our IPO have been rocky to say the least, the fundamentals of our business have continued to improve,” wrote Mason in the letter.Mason’s letter today (on Groupon’s  blog  and also filed with the  SEC ), is a long one, and here are some of the highlights.First he took investors through some of its milestone usage figures:Meanwhile, Mason’s description of the next phase for Groupon is light on the specifics of what it will do, but essentially, the plan is for the the company to integrate those acquisitions and more in an attempt to create a platform for local commerce — which Mason says is a multi-trillion-dollar business.“Today, Groupon is a marketing tool that connects consumers and merchants. Tomorrow, we aim to move upstream and serve as the entry point for local transactions,” he writes.Mason notes that there have been several key achievements already in its plan to develop a platform. Among them, he says the company is continuing to hone its personalization algorithm. (His example is the area of SmartDeals in Chicago, which he says have a 50 percent higher purchase rate than emails sent without them — and if that means less offers for vajazzles for me, well then that’s awesome news.)Mason says that Groupon is now rolling out SmartDeals outside of the U.S., with a broad rollout planned by the end of 2012.Mobile is another area where Groupon is going large — not just in terms of acquisitions. That’s because apparently, according to Mason, the average Groupon mobile user spends more than 50 percent more than those who are not using mobile.He notes that last month (April) nearly 30 percent of North American transactions were completed on mobile devices — although that doesn’t seem like much of an improvement than four months ago when it was 25 percent.Mason doesn’t go into detail on this here, but Groupon has, among other acquisitions, bought companies that bring it closer to the point of sale so we may well see the company offering more services here and trying to be more active in the mobile payments space.Mason also noted that its non-daily deal service — Groupon Now — has recently passed the 1.5 million items purchased mark. That’s a fair distance still from Amazon and other companies that are more established in straight e-commerce, but it’s a start.Groupon Rewards, the company’s loyalty program, has now signed up about 30 percent of all eligible daily deal merchants.And the company’s booking management service, Groupon Scheduler, is in the process of being upgraded, Mason says, with plans to offer “a fully automated yield management system for every local business.”He notes: “Scheduler embodies our intent to provide every mom and pop store with powerful technology solutions that were once reserved for sophisticated corporations with multimillion-dollar budgets.”“The company has seen revenues grow by 415 percent over 2010 to $1.6 billion in 2011, noted Mason, with its operating margin still showing the company at a loss — but significantly less so than before: it’s now at -14 percent for the full year compared to -134 percent a year ago. In terms of earns per share that loss is down to $0.12 compared to $0.48 a year ago.Groupon features a daily deal on the best stuff to do, see, eat, and buy in more than 565 cities around the world.  By promising businesses a minimum number of customers, Groupon can offer deals that aren’t available elsewhere.Groupon brings buyers and sellers together in a fun and collaborative way that offers the consumer an unbeatable deal, and businesses a large number of new customers. To date, it has saved consumers more than $300 million and claims it...Andrew Mason is the founder of Groupon as well as The Point, the collective action platform from which Groupon was born.Andrew is originally from Mt. Lebanon, Pennsylvania. Mason moved to Chicago in 1999 to attend Northwestern University and graduated with a degree in music. He went on to attend University of Chicago’s Harris School of Public Policy only to drop out three months later	groupon	web
Apple’s New Product Strategy	Apple appears to be on a kick of delivering product refreshes to punctuate its major release cycle, with changes to devices and tweaked versions that go beyond what it has done in terms of spec refreshes in the past. It looks like we could see a new era of light changes in direction to cater to market trends and optimize product viability under Tim Cook, which in many ways makes sense for a man known as a supply chain maestro.If you review all the mid-cycle changes Apple has made this year, you come up with a pretty long list. There’s the  Retina MacBook Pro and Air improvements it made in February for instance , which included new processors, is not really all that out of character; the company has been boosting internal specs on its Mac line for years. But the  128GB fourth generation iPad , the  iMac with VESA mount , and the  new 16GB iPod touch  which lacks a rear camera are all big changes to the way Apple generally operates those product cycles.All of these updates arrived with little fanfare, at least when compared to the lavish launch events Apple usually holds to trot out new hardware. At most they’ll get a press release, and in the case of some, like the iPod touch just launched today, they’ll simply update the online store. Press still flocks to these changes, regardless, and it’s true that they aren’t often ground-breaking enough to merit proper events, since they’d look paltry painted in that light. But the changes are a sign of a new commitment to continuous improvement, and one that seems like it could result in dramatic changes to how Apple views and operates its product release cycle.Tim Cook used to be Apple’s COO, and in that role he essentially helped Apple build one of the most effective and efficiently run supply chains in the history of supply chains. That meant that Apple seldom had any inventory costing it money by sitting around in warehouses, that incidences of error in the manufacturing process were drastically reduced, and that improvements and adaptations were made continually to help keep profit margins high. Likely Cook is still directly responsible for a lot of continued optimization in that area, but it makes sense that he would also bring those skills to bear on actual Apple products themselves, instead of just on their manufacturing process.The updates to the products mentioned above each constitute a specific optimization. In the case of the iPad, the storage bump helps it keep pace with other new-to-market devices including the Surface and better service education and enterprise users; with the iMac, it addresses the one big failing pointed out by reviewers of the iMac when comparing it to previous generations, and targets again business users; and with the iPod touch, it fills a gap in the company’s lineup, simplifies supply chain and makes it easier for developers to optimize their designs for screen sizes going forward.The new approach to Apple’s products appears to reflect a greater flexibility; thinks are more mutable than they were before Cook took the reins, if only just. There’s still the question of keeping fair of angering early purchasers of products, as someone who has bought an iPad four months prior doesn’t want to see a new model and regret their earlier decision, but for the most part, these upgrades look like very specific tweaks designed to expand a potential audience, not alienate an existing one. So long as that kind of precision refreshing continues, I think Apple stands to gain a lot from this modified approach to product development.Started by Steve Jobs, Steve Wozniak, and Ronald Wayne, Apple has expanded from computers to consumer electronics over the last 30 years, officially changing their name from Apple Computer, Inc. to Apple, Inc. in January 2007.Among the key offerings from Apple’s product line are: Pro line laptops (MacBook Pro) and desktops (Mac Pro), consumer line laptops (MacBook Air) and desktops (iMac), servers (Xserve), Apple TV, the Mac OS X and Mac OS X Server operating systems, the iPod, the...Timothy D. Cook is Apple’s CEO, who took over from Steve Jobs on 25 August 2011. In his previous position as COO, Cook was responsible for all of the company’s worldwide sales and operations, including end-to-end management of Apple’s supply chain, sales activities, and service and support in all markets and countries. He also headed Apple’s Macintosh division and played a key role in the continued development of strategic reseller and supplier relationships, ensuring flexibility in response to an	ipad	mobility
The Double Robotics iPad-Equipped Teleconferencing Robot Is Shipping	It’s impossible to be in two places at once. But  Double Robotics , a  wheel-equipped robot with an iPad for a face , has finally made that possible.The company has begun shipping units of the Double to customers who pre-ordered and coughed up the $2,000 to get one. In fact, the first hundred are already safely in the homes and lives of their new owners.By September, the company will have shipped another 1,000 units, showing that even with a high price tag, hardware startups can still rake in the cash and run a sustainable business. But of course, this has to do with the fact that the Double has all kinds of valuable use-case scenarios that span across various industries.For example, we  used the Double at CES  to usher in a new kind of remote reporting. And we  aren’t the only ones .The $2,000 price tag, which was a special pre-order price,  will remain in place  until June 6, for those who feel that they’d like to get in on the robotic goodness. After that, the price will go up to $2,499.Double Robotics is focused on building beautiful products with a rich user experience that is seldomly found in the field of robotics. Recently backed by the prestigious Y Combinator startup accelerator, Double Robotics plans to release its iPad-based telepresence robot before the end of 2012	ipad	mobility
Microsoft’s Cheap Shot At The iPad Actually Points Out Exactly Why Windows 8 Tabs Suck	Being behind in a market sucks, and it’s understandable to want to lash out at the top dog, as Microsoft has shown it’s willing to do with Google in search and email, and now with Apple in tablet computers. A brand new Windows 8 ad pits the iPad against Microsoft’s Windows 8 tablet, in an attempt to show how much more versatile the Asus VivoTab is vs. the iOS device.Microsoft uses Siri’s voice (which isn’t difficult, given that it’s a fairly generic computer-generated female tone) to highlight what the Windows 8 tablet can do that the iPad can’t, including things like live tiles (it took me a couple views to figure out what “I don’t update like that” even meant), Windows Snap multitasking, and… PowerPoint. Then finally we get a price comparison, showing the much cheaper price tag for the Asus.The problem is that not only is the Siri construct weak and her actual lines poorly written, but the abilities Microsoft chooses to highlight show exactly why it doesn’t “get” the tablet market. People aren’t looking for multitasking PowerPoint slide deck-creating machines; they have computers for that.The closing bit here is maybe the worst part; showing that Apple’s iPad can easily provide a remarkably realistic experience for playing Chopsticks on the screen is not the way to trash your competition, especially if you noticeably can’t offer up an equivalent experience on your own hardware. Apple uses that in its own ads for a reason, and that’s to highlight the magical, delightful experiences users can have on its device. Countering that with a bunch of sober (though admittedly useful) features isn’t the way to turn the tide back in your favor.An earlier version of this post mistakenly identified the Asus VivoTab in this ad as a Surface.Microsoft, founded in 1975 by Bill Gates and Paul Allen, is a veteran software company, best known for its Microsoft Windows operating system and the Microsoft Office suite of productivity software.Starting in 1980 Microsoft formed a partnership with IBM allowing Microsoft to sell its software package with the computers IBM manufactured. Microsoft is widely used by professionals worldwide and largely dominates the American corporate market.Additionally, the company has ventured into hardware with consumer products such as the Zune and...Started by Steve Jobs, Steve Wozniak, and Ronald Wayne, Apple has expanded from computers to consumer electronics over the last 30 years, officially changing their name from Apple Computer, Inc. to Apple, Inc. in January 2007.Among the key offerings from Apple’s product line are: Pro line laptops (MacBook Pro) and desktops (Mac Pro), consumer line laptops (MacBook Air) and desktops (iMac), servers (Xserve), Apple TV, the Mac OS X and Mac OS X Server operating systems, the iPod, the	ipad	mobility
Windows 8 Wins 7.4% Share Of Global Tablet OS Market In Q1 — “Niche” Portion Still Beats Windows Phone’s Smartphone Share	Don’t write off Microsoft’s chances in  mobile  just yet. It may still be struggling to make itself count in the smartphone space but early signs are more promising for Windows plus tablets. Microsoft has gone from having no share of the global tablet OS market in Q1 last year to taking 7.4% one year later, with three million Windows 8 tablets shipped in Q1 2013, according to preliminary figures from  Strategy Analytics ‘  Global Tablet OS Market Share: Q1 2013  report .The analyst notes record tablet shipments in the quarter, with global branded tablet shipments reaching an “all-time high” of 40.6 million units in Q1, driven on by year-on-year growth of 117% (vs 146% in Q1 2012).Microsoft launched Windows 8, its touchscreen-friendly reboot of its desktop OS,  last fall  – so it’s swung from zero to a 7.4% share in just under half a year. Compare that to the Windows Phone OS, which  launched more than two years ago, in fall 2010 : Windows Phone took only a 4.1% share in the US smartphone OS market in the three months ending February, according to  Kantar  figures. Globally, its share is even smaller. Earlier this year  ABI Research  predicted Windows Phone will end 2013 with around 3% of the worldwide market.Returning to tablets, compared to the dominant players in the tablet OS market — iOS and Android — Microsoft’s share is still very modest. Strategy Analytics dubs it a “niche” portion, noting that “very limited distribution, a shortage of top tier apps, and confusion in the market, are all holding back shipments”. Microsoft has followed its Windows Phone strategy of paying developers to create apps for Windows 8 but it’s still got work to do in the  quality vs quantity stakes . While “confusion in the market” likely refers to Microsoft’s decision to offer two flavours of tablet OS (Windows RT/Windows 8).According to Strategy Analytics’ figures, Apple retains its lead in the tablet OS space, with a 48.2% share in Q1 vs a “robust” 43.4% for Android on 19.5 million and 17.6 million unit shipments respectively. Apple’s tablet lead over Android is shrinking considerably, dropping to under half the market from 63.1% in the year ago quarter when Android took just over a third (34.2%).The analyst described Apple’s performance as “solid”, helped by its first full quarter with the iPad mini in its tablet portfolio. But Android is growing fastest, with global branded Android tablet shipments increasing 177% annually in the quarter. Add in budget white box tablets and Android becomes the market leader, taking a 52% share of the total tablet market while iOS slips to 41%.Microsoft, founded in 1975 by Bill Gates and Paul Allen, is a veteran software company, best known for its Microsoft Windows operating system and the Microsoft Office suite of productivity software.Starting in 1980 Microsoft formed a partnership with IBM allowing Microsoft to sell its software package with the computers IBM manufactured. Microsoft is widely used by professionals worldwide and largely dominates the American corporate market.Additionally, the company has ventured into hardware with consumer products such as the Zune and...Started by Steve Jobs, Steve Wozniak, and Ronald Wayne, Apple has expanded from computers to consumer electronics over the last 30 years, officially changing their name from Apple Computer, Inc. to Apple, Inc. in January 2007.Among the key offerings from Apple’s product line are: Pro line laptops (MacBook Pro) and desktops (Mac Pro), consumer line laptops (MacBook Air) and desktops (iMac), servers (Xserve), Apple TV, the Mac OS X and Mac OS X Server operating systems, the iPod, the...Google provides search and advertising services, which together aim to organize and monetize the world’s information. In addition to its dominant search engine, it offers a plethora of online tools and platforms including: Gmail, Maps, YouTube, and Google+, the company’s extension into the social space. Most of its Web-based products are free, funded by Google’s highly integrated online advertising platforms AdWords and AdSense. Google promotes the idea that advertising should be highly targeted and relevant to users thus providing	ipad	mobility
